"","X1","X2"
"28730","manning","said"
"28758","tool","kit"
"28763","hero","arts"
"28777","prisoners","war"
"28784","celebrate","life"
"28798","initially","thought"
"28800","achilles","heel"
"28814","martinez","said"
"28822","ranch","road"
"28823","iconic","boyz"
"28831","stage","manager"
"28837","kong's","hang"
"28857","nuts","bolts"
"28859","counts","aggravated"
"28864","teacher","year"
"28869","forms","can"
"28876","collateral","damage"
"28878","de'anthony","thomas"
"28905","duke","ellington"
"28908","usual","suspects"
"28910","imagine","life"
"28919","inning","loss"
"28922","showalter","said"
"28926","salazar","said"
"28931","shares","percent"
"28933","princeton","university"
"28956","capistrano","unified"
"28967","fork","tender"
"28996","ugh","hate"
"29001","efforts","get"
"29008","snack","bar"
"29018","cracker","barrel"
"29034","knowledge","skills"
"29041","regis","jesuit"
"29050","midway","third"
"29057","passion","fruit"
"29060","continued","support"
"29079","missile","defense"
"29098","holds","true"
"29099","ensure","students"
"29100","kaine","horman"
"29111","indictment","said"
"29114","agreement","reached"
"29129","presence","god"
"29145","thai","restaurant"
"29151","indeed","one"
"29153","batum","said"
"29155","adorable","little"
"29160","impossible","get"
"29170","ancient","rome"
"29171","precious","time"
"29181","pipeline","explosion"
"29187","70s","80s"
"29205","largely","ignored"
"29226","lakers","first"
"29230","warrensville","heights"
"29250","raises","question"
"29264","politifact","ohio"
"29273","brewer","said"
"29274","videos","youtube"
"29276","scottrade","center"
"29278","13th","century"
"29280","woodson","said"
"29284","sous","chef"
"29288","company's","stock"
"29294","sox","manager"
"29308","ban","gay"
"29310","tape","recorder"
"29320","kasich","said"
"29325","league's","top"
"29332","brennan","said"
"29341","pitchers","catchers"
"29344","ranking","woman"
"29346","orchard","farm"
"29355","vintage","photo"
"29367","alicia","keys"
"29378","arrive","early"
"29387","mcclatchy","tribune"
"29388","larceny","larceny"
"29391","camden","county"
"29407","sets","tone"
"29408","jell","o"
"29416","stanford","university"
"29421","android","phone"
"29423","comply","state"
"29430","meat","sauce"
"29432","recall","election"
"29440","complex","includes"
"29443","laptop","computer"
"29461","chandler","jones"
"29467","inserted","center"
"29468","emma","stone"
"29480","ruled","favor"
"29487","lamichael","james"
"29488","worse","worse"
"29494","france's","cac"
"29504","barely","enough"
"29506","talented","people"
"29512","fits","perfectly"
"29526","county's","department"
"29533","beneath","surface"
"29534","stadium","p.m"
"29555","mainly","due"
"29563","hamilton","said"
"29564","powell","symphony"
"29566","l.a","lakers"
"29572","nerinx","hall"
"29598","grey's","anatomy"
"29600","cow's","milk"
"29608","gut","feeling"
"29617","exercise","can"
"29637","commonwealth","act"
"29639","howell","central"
"29649","attract","attention"
"29658","hovering","around"
"29686","jordan","hill"
"29689","pledge","allegiance"
"29702","fishing","boat"
"29703","areas","life"
"29712","tracy","said"
"29735","proposal","said"
"29751","selena","gomez"
"29762","behave","like"
"29767","claimed","responsibility"
"29778","natalie","portman"
"29792","features","like"
"29806","tremendous","amount"
"29808","thanking","god"
"29835","sexy","know"
"29840","unitarian","universalist"
"29853","shape","form"
"29887","tested","positive"
"29906","edge","seat"
"29908","retina","display"
"29913","generals","office"
"29951","chsaa","class"
"29962","constantly","changing"
"29969","nomination","best"
"29970","wilkinson","said"
"29976","rant","lookout"
"29978","heal","wounds"
"29980","adjustable","rate"
"29984","os","x"
"29985","freeholder","board"
"29990","racing","development"
"29996","atlanta","schools"
"30003","promise","get"
"30010","bound","brook"
"30012","negative","impact"
"30042","stood","still"
"30058","vegas","strip"
"30074","gossip","girl"
"30084","fred","meyer"
"30097","deathly","hallows"
"30102","hire","people"
"30114","replaced","new"
"30116","counter","terrorism"
"30132","15th","century"
"30138","immaculate","conception"
"30144","coney","island"
"30149","persian","gulf"
"30152","require","much"
"30159","elizabeth","edwards"
"30193","marvel","comics"
"30202","freezing","cold"
"30207","cloud","computing"
"30208","deja","vu"
"30251","thirds","majority"
"30263","palestinian","authority"
"30296","treas","fund"
"30297","cl","r"
"30301","repeat","scroll"
"30302","scroll","yellow"
"30306","isp","account"
"30310","stan","donaldson"
"30312","performs","name"
"30318","possibilities","endless"
"30327","rory","mcilroy"
"30328","doctor's","office"
"30340","challenges","facing"
"30369","ease","pain"
"30377","marathon","training"
"30387","broad","range"
"30395","wiggle","room"
"30419","terra","nova"
"30443","german","shepherd"
"30468","kicking","ass"
"30471","message","left"
"30486","tore","acl"
"30502","huffing","puffing"
"30535","moines","iowa"
"30545","bathroom","door"
"30550","vanderbilt","university"
"30555","spain","italy"
"30559","blond","hair"
"30592","menu","includes"
"30596","floyd","mayweather"
"30626","difference","two"
"30674","jered","weaver"
"30675","generations","come"
"30689","france","germany"
"30699","georgetown","university"
"30702","1960s","70s"
"30722","duck","confit"
"30732","floured","surface"
"30738","75th","anniversary"
"30749","wreak","havoc"
"30762","restoration","project"
"30770","monroe","county"
"30775","satin","ribbon"
"30778","presidents","day"
"30780","metal","band"
"30795","saddam","hussein"
"30799","dimly","lit"
"30800","orthodox","church"
"30824","achievement","award"
"30841","rough","time"
"30851","folk","art"
"30876","iran's","nuclear"
"30891","slam","dunk"
"30897","greeting","cards"
"30898","willy","nilly"
"30904","bearded","man"
"30910","terrible","thing"
"30919","savings","account"
"30941","eyed","peas"
"30964","telephone","interview"
"30972","relief","efforts"
"30990","poster","child"
"30991","soups","salads"
"31004","oval","office"
"31033","winnie","pooh"
"31084","melvin","ingram"
"31102","fools","day"
"31119","slide","show"
"31127","promised","land"
"31128","details","coming"
"31129","solutions","problems"
"31132","romeo","juliet"
"31156","agent","charge"
"31181","nascar","sprint"
"31196","audio","video"
"31212","organized","crime"
"31226","nah","just"
"31236","commit","suicide"
"31240","dough","inch"
"31241","foods","like"
"31258","iphones","ipads"
"31265","laden","dead"
"31269","owen","wilson"
"31275","tornado","warning"
"31325","roadside","bomb"
"31340","spoiler","alert"
"31362","prove","one"
"31366","tablet","computer"
"31389","contained","within"
"31393","filled","air"
"31432","ninety","percent"
"31433","resurrection","jesus"
"31443","ch","ch"
"31444","bully","pulpit"
"31450","joakim","noah"
"31458","ruling","class"
"31472","hood","river"
"31478","conscious","decision"
"31492","3rd","grade"
"31506","picked","one"
"31511","paved","way"
"31513","violence","women"
"31527","tired","just"
"31536","jonas","brothers"
"31544","storm","water"
"31573","wandered","around"
"31600","patriot","act"
"31629","itty","bitty"
"31642","denzel","washington"
"31647","slipping","away"
"31651","tall","buildings"
"31653","mustard","seed"
"31660","chi","town"
"31670","wisdom","teeth"
"31673","foam","tape"
"31681","cider","vinegar"
"31683","sector","unions"
"31687","hash","tag"
"31700","jp","morgan"
"31710","beauty","beast"
"31718","dried","cranberries"
"31739","plot","twists"
"31741","mason","jar"
"31743","healthcare","system"
"31771","classified","information"
"31781","child's","life"
"31792","zip","code"
"31795","numbers","show"
"31846","summary","judgment"
"31861","wit","u"
"31866","hbo","series"
"31879","granny","smith"
"31888","pollen","count"
"31904","panna","cotta"
"31911","hollywood","hills"
"31926","gun","violence"
"31929","seventeen","year"
"31960","coloured","copics"
"31968","marks","first"
"31973","tickled","pink"
"31974","twilight","zone"
"31998","facing","camera"
"32008","libertarian","party"
"32012","hasnt","really"
"32017","ticker","tape"
"32025","shutter","speed"
"32030","campus","police"
"32043","riot","gear"
"32052","cypress","trees"
"32053","stopping","today"
"32071","etta","james"
"32080","ton","fun"
"32088","copious","amounts"
"32100","muhammad","ali"
"32102","bidding","process"
"32104","northwestern","university"
"32111","lasted","two"
"32118","scaled","back"
"32131","situations","like"
"32154","connect","people"
"32208","addition","three"
"32222","cough","cough"
"32253","limit","number"
"32256","soul","mate"
"32264","nearing","end"
"32268","lieutenant","governor"
"32274","rocket","science"
"32300","glimmer","hope"
"32302","daunting","task"
"32362","claim","prize"
"32367","maximum","sentence"
"32375","hugs","kisses"
"32380","grades","k"
"32403","saturdays","sundays"
"32416","dishes","like"
"32430","rotator","cuff"
"32478","voting","rights"
"32524","parties","involved"
"32532","aging","population"
"32565","shop","around"
"32568","janet","napolitano"
"32571","blind","spot"
"32598","spellcheck","word"
"32600","span","style"
"32605","bok","choy"
"32620","donated","money"
"32629","it'll","take"
"32637","dramatic","increase"
"32644","samsung","galaxy"
"32650","russia","china"
"32651","talked","lot"
"32656","crimes","humanity"
"32671","federally","funded"
"32677","florence","machine"
"32691","cocktail","party"
"32699","graduated","high"
"32703","location","based"
"32717","australia","new"
"32752","impact","statement"
"32755","thorough","investigation"
"32762","ankle","injury"
"32766","orthopedic","surgeon"
"32798","remained","silent"
"32817","malcolm","x"
"32861","adrenaline","rush"
"32867","hacking","scandal"
"32917","owner","operator"
"32933","signing","bonus"
"32945","canyon","road"
"32954","goodnight","twitter"
"32979","contra","costa"
"32981","hewlett","packard"
"32990","fiesta","bowl"
"33006","ga","young"
"33033","sits","next"
"33036","residential","commercial"
"33044","begs","question"
"33056","velvet","underground"
"33062","bedroom","window"
"33067","raiders","lost"
"33097","fault","line"
"33118","wore","black"
"33121","cans","bottles"
"33126","funding","public"
"33141","america","can"
"33144","divided","two"
"33160","wider","audience"
"33165","lines","like"
"33178","alley","oop"
"33183","rivers","lakes"
"33208","cuz","u"
"33216","wrapping","paper"
"33226","tractor","trailer"
"33244","lithium","ion"
"33265","streets","new"
"33306","corned","beef"
"33313","maternity","leave"
"33317","simmering","water"
"33318","moore","said"
"33319","fetal","position"
"33348","camp","pendleton"
"33376","casting","director"
"33385","ranks","one"
"33418","garcia","said"
"33427","stakes","high"
"33465","ring","around"
"33469","resort","spa"
"33516","cooked","chicken"
"33521","dec","jan"
"33540","calls","us"
"33565","venice","italy"
"33569","aspect","life"
"33588","dean","martin"
"33621","technical","support"
"33642","asset","management"
"33656","patent","office"
"33658","injury","suffered"
"33659","language","arts"
"33661","statistics","show"
"33663","paint","color"
"33691","mick","jagger"
"33708","characters","like"
"33714","thick","skin"
"33730","actions","taken"
"33752","blank","canvas"
"33764","duffel","bag"
"33781","q","favorite"
"33785","log","cabin"
"33790","tommy","john"
"33792","joy","love"
"33813","shared","many"
"33830","judges","said"
"33833","usain","bolt"
"33847","blew","away"
"33857","candle","holders"
"33890","kristen","wiig"
"33895","cobb","county"
"33896","saran","wrap"
"33898","lighting","designer"
"33909","channing","tatum"
"33918","huckleberry","finn"
"33925","ta","da"
"33926","stabbed","death"
"33935","peachy","keen"
"33944","scared","death"
"33958","speaking","condition"
"33970","rex","ryan"
"33980","temperature","degrees"
"34003","intimate","relationship"
"34057","intelligence","agency"
"34092","baggage","fees"
"34096","biden","said"
