"","1","2"
"20045","back","la"
"20046","know","ask"
"20047","recipe","can"
"20048","part","book"
"20049","something","made"
"20050","ask","anyone"
"20051","happy","b"
"20052","happy","anniversary"
"20053","night","know"
"20054","air","quality"
"20055","resisting","arrest"
"20056","far","im"
"20057","straight","wins"
"20058","home","cooked"
"20059","today","thank"
"20060","smaller","scale"
"20061","going","feel"
"20062","drive","miles"
"20063","see","best"
"20064","weeks","season"
"20065","going","can"
"20066","get","million"
"20067","also","another"
"20068","block","west"
"20069","become","law"
"20070","shave","ice"
"20071","somehow","got"
"20072","percent","chance"
"20073","eat","anything"
"20074","win","said"
"20075","must","really"
"20076","almost","finished"
"20077","best","ways"
"20078","perhaps","time"
"20079","green","lantern"
"20080","calories","calories"
"20081","reason","go"
"20082","asked","join"
"20083","age","appropriate"
"20084","angela","merkel"
"20085","love","thanks"
"20086","able","stay"
"20087","money","money"
"20088","six","last"
"20089","much","respect"
"20090","car","bomb"
"20091","first","public"
"20092","got","game"
"20093","close","said"
"20094","also","feature"
"20095","congressional","democrats"
"20096","point","average"
"20097","teenage","girl"
"20098","think","reason"
"20099","local","level"
"20100","policy","institute"
"20101","drug","cartels"
"20102","since","still"
"20103","one","visit"
"20104","finally","arrived"
"20105","slugging","percentage"
"20106","man","many"
"20107","hope","know"
"20108","sleeping","bag"
"20109","years","work"
"20110","andre","miller"
"20111","headed","toward"
"20112","stirring","frequently"
"20113","bruce","said"
"20114","sure","time"
"20115","christian","school"
"20116","can","contact"
"20117","isnt","good"
"20118","years","went"
"20119","chapel","hill"
"20120","tell","little"
"20121","kind","people"
"20122","doesnt","just"
"20123","yo","ass"
"20124","mi","run"
"20125","love","live"
"20126","set","world"
"20127","right","love"
"20128","incredible","hulk"
"20129","hope","gets"
"20130","woot","woot"
"20131","left","go"
"20132","able","catch"
"20133","part","lives"
"20134","members","voted"
"20135","nothing","quite"
"20136","mayor","cory"
"20137","strong","support"
"20138","later","returned"
"20139","support","new"
"20140","just","wrong"
"20141","working","towards"
"20142","especially","like"
"20143","released","report"
"20144","done","school"
"20145","sounds","fun"
"20146","go","looking"
"20147","area","just"
"20148","find","home"
"20149","justin","verlander"
"20150","part","last"
"20151","day","rest"
"20152","oral","sex"
"20153","announcement","came"
"20154","one","state's"
"20155","like","super"
"20156","heard","song"
"20157","brush","fire"
"20158","commercial","fishing"
"20159","wish","people"
"20160","shook","hands"
"20161","college","players"
"20162","also","taken"
"20163","theres","need"
"20164","said","bank"
"20165","always","found"
"20166","community","affairs"
"20167","right","going"
"20168","us","wanted"
"20169","just","easily"
"20170","box","set"
"20171","now","using"
"20172","hope","better"
"20173","part","brain"
"20174","hill","said"
"20175","enjoy","watching"
"20176","said","cause"
"20177","asked","leave"
"20178","thinking","can"
"20179","pine","nuts"
"20180","said","gary"
"20181","game","got"
"20182","years","spent"
"20183","says","still"
"20184","hong","kong's"
"20185","brought","along"
"20186","u.s","consulate"
"20187","birthday","happy"
"20188","new","form"
"20189","auto","workers"
"20190","school","graduation"
"20191","mean","come"
"20192","life","little"
"20193","played","around"
"20194","one","games"
"20195","said","hed"
"20196","according","federal"
"20197","things","also"
"20198","available","free"
"20199","par","course"
"20200","class","act"
"20201","can","identify"
"20202","sole","purpose"
"20203","greatest","thing"
"20204","using","two"
"20205","third","generation"
"20206","gone","way"
"20207","seven","seasons"
"20208","census","data"
"20209","tonight","get"
"20210","hard","understand"
"20211","frank","sinatra"
"20212","time","became"
"20213","case","anyone"
"20214","day","period"
"20215","wish","us"
"20216","bring","along"
"20217","workers","can"
"20218","traffic","violations"
"20219","time","tonight"
"20220","break","free"
"20221","extra","day"
"20222","speak","truth"
"20223","stand","mixer"
"20224","said","final"
"20225","athletic","club"
"20226","played","second"
"20227","now","least"
"20228","car","going"
"20229","reading","now"
"20230","friday","first"
"20231","really","feeling"
"20232","broke","heart"
"20233","involved","crash"
"20234","post","apocalyptic"
"20235","heat","high"
"20236","year","thought"
"20237","much","food"
"20238","may","run"
"20239","smelled","like"
"20240","everyone","today"
"20241","latest","book"
"20242","women","said"
"20243","candidates","running"
"20244","gonna","come"
"20245","information","per"
"20246","one","local"
"20247","get","anywhere"
"20248","refused","take"
"20249","wire","fraud"
"20250","per","night"
"20251","better","look"
"20252","thing","common"
"20253","final","report"
"20254","regional","medical"
"20255","see","amazing"
"20256","want","better"
"20257","parking","free"
"20258","wrecking","ball"
"20259","class","last"
"20260","urgent","care"
"20261","behind","new"
"20262","program","provides"
"20263","p.m","big"
"20264","per","view"
"20265","new","novel"
"20266","help","grow"
"20267","live","new"
"20268","onion","soup"
"20269","little","later"
"20270","restaurant","bar"
"20271","cut","using"
"20272","come","try"
"20273","said","tonight"
"20274","woman","arrested"
"20275","didnt","understand"
"20276","bought","two"
"20277","position","win"
"20278","officer","involved"
"20279","farther","away"
"20280","book","two"
"20281","love","triangle"
"20282","big","boys"
"20283","youll","want"
"20284","another","half"
"20285","big","mistake"
"20286","happy","national"
"20287","increase","sales"
"20288","go","pick"
"20289","primary","season"
"20290","wagner","said"
"20291","month","since"
"20292","night","home"
"20293","guys","awesome"
"20294","one","photo"
"20295","two","page"
"20296","yes","going"
"20297","state","affairs"
"20298","fathers","day"
"20299","today","time"
"20300","time","says"
"20301","getting","really"
"20302","love","cooking"
"20303","request","comment"
"20304","taxpayers","money"
"20305","average","daily"
"20306","hear","someone"
"20307","people","seen"
"20308","side","one"
"20309","vantage","point"
"20310","million","city"
"20311","people","suffer"
"20312","around","front"
"20313","cut","pieces"
"20314","put","food"
"20315","bond","issue"
"20316","climbed","percent"
"20317","although","think"
"20318","little","work"
"20319","used","help"
"20320","thing","still"
"20321","massive","amounts"
"20322","since","dont"
"20323","interstate","commerce"
"20324","just","stood"
"20325","new","heights"
"20326","attend","school"
"20327","original","plan"
"20328","many","issues"
"20329","take","pics"
"20330","walked","past"
"20331","five","mile"
"20332","county","fairgrounds"
"20333","one","walk"
"20334","man","found"
"20335","friends","people"
"20336","back","porch"
"20337","help","now"
"20338","can","bought"
"20339","one","boys"
"20340","just","pulled"
"20341","murder","mystery"
"20342","end","july"
"20343","near","dear"
"20344","family","tradition"
"20345","planning","services"
"20346","going","walk"
"20347","meter","hurdles"
"20348","life","every"
"20349","course","time"
"20350","good","books"
"20351","following","now"
"20352","told","good"
"20353","grass","fed"
"20354","comprehensive","plan"
"20355","a.m","thursday"
"20356","care","providers"
"20357","play","outside"
"20358","straight","face"
"20359","science","teacher"
"20360","great","can"
"20361","sunday","feb"
"20362","makes","sick"
"20363","million","loan"
"20364","back","community"
"20365","name","called"
"20366","center","opened"
"20367","gonna","love"
"20368","little","tired"
"20369","taking","little"
"20370","foot","high"
"20371","still","call"
"20372","marching","band"
"20373","day","best"
"20374","county","parks"
"20375","board","game"
"20376","lead","series"
"20377","one","block"
"20378","game","show"
"20379","arrested","today"
"20380","said","study"
"20381","denied","request"
"20382","played","together"
"20383","seriously","said"
"20384","drop","percent"
"20385","spread","throughout"
"20386","able","pay"
"20387","stimulus","package"
"20388","president","also"
"20389","walking","boot"
"20390","slip","away"
"20391","help","see"
"20392","state","including"
"20393","six","starts"
"20394","ill","say"
"20395","find","need"
"20396","practice","squad"
"20397","fruit","salad"
"20398","reason","love"
"20399","tell","kids"
"20400","athletic","department"
"20401","coach","nate"
"20402","various","forms"
"20403","just","hang"
"20404","beautiful","girl"
"20405","twitter","now"
"20406","now","taking"
"20407","getting","along"
"20408","game","hitting"
"20409","head","right"
"20410","good","years"
"20411","every","months"
"20412","side","door"
"20413","pay","get"
"20414","deep","red"
"20415","organization","said"
"20416","long","known"
"20417","emory","university"
"20418","took","four"
"20419","old","ones"
"20420","new","little"
"20421","back","four"
"20422","taking","notes"
"20423","acting","director"
"20424","time","looked"
"20425","cable","television"
"20426","good","writing"
"20427","emergency","medical"
"20428","asian","american"
"20429","ross","said"
"20430","war","afghanistan"
"20431","risk","taking"
"20432","bank","fraud"
"20433","keep","making"
"20434","said","investigation"
"20435","can","remain"
"20436","remove","pan"
"20437","stop","looking"
"20438","home","pool"
"20439","thing","past"
"20440","city","business"
"20441","black","eyed"
"20442","old","st"
"20443","league","season"
"20444","words","said"
"20445","worst","enemy"
"20446","u","kno"
"20447","glad","u"
"20448","simple","fact"
"20449","unanimously","approved"
"20450","poor","quality"
"20451","ticket","holders"
"20452","need","kind"
"20453","pay","billion"
"20454","full","page"
"20455","others","take"
"20456","makes","big"
